"gene","raw_cutree_cluster","trend_cluster"
"Zm00001eb040550",3,"C4"
"Zm00001eb047740",6,"C1"
"Zm00001eb055210",3,"C4"
"Zm00001eb052960",6,"C1"
"Zm00001eb063720",7,"C6"
"Zm00001eb037440",7,"C6"
"Zm00001eb059710",2,"C2"
"Zm00001eb056320",3,"C4"
"Zm00001eb060560",3,"C4"
"Zm00001eb019030",3,"C4"
"Zm00001eb024740",2,"C2"
"Zm00001eb061880",3,"C4"
"Zm00001eb053630",2,"C2"
"Zm00001eb050650",2,"C2"
"Zm00001eb024330",6,"C1"
"Zm00001eb008610",6,"C1"
"Zm00001eb040150",2,"C2"
"Zm00001eb020690",6,"C1"
"Zm00001eb009340",1,"C7"
"Zm00001eb005220",7,"C6"
"Zm00001eb005980",5,"C5"
"Zm00001eb025110",3,"C4"
"Zm00001eb049250",5,"C5"
"Zm00001eb047970",2,"C2"
"Zm00001eb028430",7,"C6"
"Zm00001eb016560",2,"C2"
"Zm00001eb049610",2,"C2"
"Zm00001eb040100",3,"C4"
"Zm00001eb043240",3,"C4"
"Zm00001eb044380",2,"C2"
"Zm00001eb041290",6,"C1"
"Zm00001eb053910",2,"C2"
"Zm00001eb024030",3,"C4"
"Zm00001eb057700",2,"C2"
"Zm00001eb018020",6,"C1"
"Zm00001eb013910",7,"C6"
"Zm00001eb049950",2,"C2"
"Zm00001eb016330",2,"C2"
"Zm00001eb020200",2,"C2"
"Zm00001eb038300",3,"C4"
"Zm00001eb052130",2,"C2"
"Zm00001eb041790",2,"C2"
"Zm00001eb010690",2,"C2"
"Zm00001eb044550",6,"C1"
"Zm00001eb030220",6,"C1"
"Zm00001eb061510",7,"C6"
"Zm00001eb024490",5,"C5"
"Zm00001eb020020",5,"C5"
"Zm00001eb002790",5,"C5"
"Zm00001eb028370",6,"C1"
"Zm00001eb063490",2,"C2"
"Zm00001eb042390",6,"C1"
"Zm00001eb053880",3,"C4"
"Zm00001eb008090",2,"C2"
"Zm00001eb063690",5,"C5"
"Zm00001eb033620",2,"C2"
"Zm00001eb061400",1,"C7"
"Zm00001eb007930",2,"C2"
"Zm00001eb050760",7,"C6"
"Zm00001eb063140",2,"C2"
"Zm00001eb007070",3,"C4"
"Zm00001eb007830",7,"C6"
"Zm00001eb055330",6,"C1"
"Zm00001eb037080",3,"C4"
"Zm00001eb008830",2,"C2"
"Zm00001eb032640",2,"C2"
"Zm00001eb044180",3,"C4"
"Zm00001eb026500",1,"C7"
"Zm00001eb047170",6,"C1"
"Zm00001eb052080",2,"C2"
"Zm00001eb048810",1,"C7"
"Zm00001eb020660",3,"C4"
"Zm00001eb054700",2,"C2"
"Zm00001eb004440",5,"C5"
"Zm00001eb012830",3,"C4"
"Zm00001eb042420",3,"C4"
"Zm00001eb003140",2,"C2"
"Zm00001eb052810",3,"C4"
"Zm00001eb060050",6,"C1"
"Zm00001eb056150",6,"C1"
"Zm00001eb025260",6,"C1"
"Zm00001eb035740",2,"C2"
"Zm00001eb020740",7,"C6"
"Zm00001eb060660",7,"C6"
"Zm00001eb005100",6,"C1"
"Zm00001eb013430",1,"C7"
"Zm00001eb021300",2,"C2"
"Zm00001eb017860",5,"C5"
"Zm00001eb002850",5,"C5"
"Zm00001eb062880",5,"C5"
"Zm00001eb009480",6,"C1"
"Zm00001eb051130",7,"C6"
"Zm00001eb005670",2,"C2"
"Zm00001eb061930",2,"C2"
"Zm00001eb013640",6,"C1"
"Zm00001eb035660",2,"C2"
"Zm00001eb058590",7,"C6"
"Zm00001eb039000",3,"C4"
"Zm00001eb053540",2,"C2"
"Zm00001eb015380",2,"C2"
"Zm00001eb001440",2,"C2"
"Zm00001eb009110",2,"C2"
"Zm00001eb054730",3,"C4"
"Zm00001eb057200",2,"C2"
"Zm00001eb008640",3,"C4"
"Zm00001eb000330",2,"C2"
"Zm00001eb054040",1,"C7"
"Zm00001eb017100",2,"C2"
"Zm00001eb025030",7,"C6"
"Zm00001eb057820",5,"C5"
"Zm00001eb041600",2,"C2"
"Zm00001eb028560",6,"C1"
"Zm00001eb056200",5,"C5"
"Zm00001eb010730",7,"C6"
"Zm00001eb030960",3,"C4"
"Zm00001eb006360",2,"C2"
"Zm00001eb005310",2,"C2"
"Zm00001eb046340",3,"C4"
"Zm00001eb037480",3,"C4"
"Zm00001eb011630",3,"C4"
"Zm00001eb043410",2,"C2"
"Zm00001eb007190",2,"C2"
"Zm00001eb056890",2,"C2"
"Zm00001eb007310",5,"C5"
"Zm00001eb013040",3,"C4"
"Zm00001eb016770",3,"C4"
"Zm00001eb001640",3,"C4"
"Zm00001eb055230",3,"C4"
"Zm00001eb028380",2,"C2"
"Zm00001eb064580",2,"C2"
"Zm00001eb044130",2,"C2"
"Zm00001eb053330",6,"C1"
"Zm00001eb041900",3,"C4"
"Zm00001eb055550",2,"C2"
"Zm00001eb006850",6,"C1"
"Zm00001eb038720",3,"C4"
"Zm00001eb061960",2,"C2"
"Zm00001eb035970",5,"C5"
"Zm00001eb030600",6,"C1"
"Zm00001eb007750",6,"C1"
"Zm00001eb023870",6,"C1"
"Zm00001eb054100",7,"C6"
"Zm00001eb022830",2,"C2"
"Zm00001eb051140",2,"C2"
"Zm00001eb011370",5,"C5"
"Zm00001eb023020",6,"C1"
"Zm00001eb002020",2,"C2"
"Zm00001eb013520",5,"C5"
"Zm00001eb064690",3,"C4"
"Zm00001eb054980",7,"C6"
"Zm00001eb063770",3,"C4"
"Zm00001eb051060",1,"C7"
"Zm00001eb058470",2,"C2"
"Zm00001eb003010",3,"C4"
"Zm00001eb035680",6,"C1"
"Zm00001eb043930",5,"C5"
"Zm00001eb060010",3,"C4"
"Zm00001eb034060",2,"C2"
"Zm00001eb037930",7,"C6"
"Zm00001eb004340",2,"C2"
"Zm00001eb063230",7,"C6"
"Zm00001eb024800",2,"C2"
"Zm00001eb026430",2,"C2"
"Zm00001eb001360",3,"C4"
"Zm00001eb002920",6,"C1"
"Zm00001eb061200",2,"C2"
"Zm00001eb036920",5,"C5"
"Zm00001eb013970",2,"C2"
"Zm00001eb058850",6,"C1"
"Zm00001eb010100",2,"C2"
"Zm00001eb060420",2,"C2"
"Zm00001eb019370",5,"C5"
"Zm00001eb062640",5,"C5"
"Zm00001eb058020",2,"C2"
"Zm00001eb002620",1,"C7"
"Zm00001eb006590",2,"C2"
"Zm00001eb042130",2,"C2"
"Zm00001eb041240",6,"C1"
"Zm00001eb035230",5,"C5"
"Zm00001eb050500",2,"C2"
"Zm00001eb020470",2,"C2"
"Zm00001eb052610",2,"C2"
"Zm00001eb008310",2,"C2"
"Zm00001eb062300",7,"C6"
"Zm00001eb005990",7,"C6"
"Zm00001eb038950",3,"C4"
"Zm00001eb045770",6,"C1"
"Zm00001eb050850",3,"C4"
"Zm00001eb041750",3,"C4"
"Zm00001eb011940",7,"C6"
"Zm00001eb005360",2,"C2"
"Zm00001eb040400",6,"C1"
"Zm00001eb061990",2,"C2"
"Zm00001eb044480",4,"C3"
"Zm00001eb015070",7,"C6"
"Zm00001eb065330",5,"C5"
"Zm00001eb022440",6,"C1"
"Zm00001eb001200",3,"C4"
"Zm00001eb000450",3,"C4"
"Zm00001eb001050",2,"C2"
"Zm00001eb040730",7,"C6"
"Zm00001eb023930",6,"C1"
"Zm00001eb062500",4,"C3"
"Zm00001eb063450",6,"C1"
"Zm00001eb015800",5,"C5"
"Zm00001eb013720",2,"C2"
"Zm00001eb045210",2,"C2"
"Zm00001eb022930",1,"C7"
"Zm00001eb056410",2,"C2"
"Zm00001eb055910",6,"C1"
"Zm00001eb051220",2,"C2"
"Zm00001eb004030",2,"C2"
"Zm00001eb015660",2,"C2"
"Zm00001eb049570",2,"C2"
"Zm00001eb005230",6,"C1"
"Zm00001eb046650",2,"C2"
"Zm00001eb041200",6,"C1"
"Zm00001eb065280",2,"C2"
"Zm00001eb009070",7,"C6"
"Zm00001eb038560",3,"C4"
"Zm00001eb014600",7,"C6"
"Zm00001eb022630",5,"C5"
"Zm00001eb002530",2,"C2"
"Zm00001eb012710",6,"C1"
"Zm00001eb024620",3,"C4"
"Zm00001eb022740",2,"C2"
"Zm00001eb042990",6,"C1"
"Zm00001eb015260",5,"C5"
"Zm00001eb064470",2,"C2"
"Zm00001eb000510",3,"C4"
"Zm00001eb001880",5,"C5"
"Zm00001eb052220",2,"C2"
"Zm00001eb059270",6,"C1"
"Zm00001eb059040",2,"C2"
"Zm00001eb004990",2,"C2"
"Zm00001eb051300",2,"C2"
"Zm00001eb039670",5,"C5"
"Zm00001eb035670",3,"C4"
"Zm00001eb042240",3,"C4"
"Zm00001eb013980",2,"C2"
"Zm00001eb010020",3,"C4"
"Zm00001eb010160",3,"C4"
"Zm00001eb064670",3,"C4"
"Zm00001eb028110",3,"C4"
"Zm00001eb008730",7,"C6"
"Zm00001eb060800",3,"C4"
"Zm00001eb002240",2,"C2"
"Zm00001eb056860",2,"C2"
"Zm00001eb030850",2,"C2"
"Zm00001eb037380",2,"C2"
"Zm00001eb006680",2,"C2"
"Zm00001eb007960",2,"C2"
"Zm00001eb022640",6,"C1"
"Zm00001eb060230",1,"C7"
"Zm00001eb061130",3,"C4"
"Zm00001eb047560",2,"C2"
"Zm00001eb001840",3,"C4"
"Zm00001eb007050",6,"C1"
"Zm00001eb021070",2,"C2"
"Zm00001eb011170",2,"C2"
"Zm00001eb063810",3,"C4"
"Zm00001eb004630",7,"C6"
"Zm00001eb001240",2,"C2"
"Zm00001eb036020",2,"C2"
"Zm00001eb000500",2,"C2"
"Zm00001eb004210",7,"C6"
"Zm00001eb047500",2,"C2"
"Zm00001eb046840",7,"C6"
"Zm00001eb063620",2,"C2"
"Zm00001eb051510",5,"C5"
"Zm00001eb006530",1,"C7"
"Zm00001eb041780",2,"C2"
"Zm00001eb056650",2,"C2"
"Zm00001eb000960",6,"C1"
"Zm00001eb061550",3,"C4"
"Zm00001eb015190",2,"C2"
"Zm00001eb003670",3,"C4"
"Zm00001eb037970",2,"C2"
"Zm00001eb002310",2,"C2"
"Zm00001eb064710",3,"C4"
"Zm00001eb016740",6,"C1"
"Zm00001eb044650",1,"C7"
"Zm00001eb025490",6,"C1"
"Zm00001eb049330",6,"C1"
"Zm00001eb023270",2,"C2"
"Zm00001eb009810",3,"C4"
"Zm00001eb025470",6,"C1"
"Zm00001eb051780",7,"C6"
"Zm00001eb014240",2,"C2"
"Zm00001eb028820",3,"C4"
"Zm00001eb026580",2,"C2"
"Zm00001eb009090",3,"C4"
"Zm00001eb027820",1,"C7"
"Zm00001eb002820",3,"C4"
"Zm00001eb033900",3,"C4"
"Zm00001eb028460",3,"C4"
"Zm00001eb064610",2,"C2"
"Zm00001eb026960",6,"C1"
"Zm00001eb064440",3,"C4"
"Zm00001eb046050",2,"C2"
"Zm00001eb010900",3,"C4"
"Zm00001eb052290",6,"C1"
"Zm00001eb054220",3,"C4"
"Zm00001eb003840",3,"C4"
"Zm00001eb008170",7,"C6"
"Zm00001eb026120",2,"C2"
"Zm00001eb040190",7,"C6"
"Zm00001eb000170",2,"C2"
"Zm00001eb013120",7,"C6"
"Zm00001eb047930",2,"C2"
"Zm00001eb056800",3,"C4"
"Zm00001eb019220",2,"C2"
"Zm00001eb035190",1,"C7"
"Zm00001eb064100",2,"C2"
"Zm00001eb064380",3,"C4"
"Zm00001eb008530",5,"C5"
"Zm00001eb015230",7,"C6"
"Zm00001eb024560",2,"C2"
"Zm00001eb056390",7,"C6"
"Zm00001eb057190",7,"C6"
"Zm00001eb036350",6,"C1"
"Zm00001eb055930",3,"C4"
"Zm00001eb064920",7,"C6"
"Zm00001eb015690",2,"C2"
"Zm00001eb041010",2,"C2"
"Zm00001eb022050",7,"C6"
"Zm00001eb056760",6,"C1"
"Zm00001eb043540",3,"C4"
"Zm00001eb016640",3,"C4"
"Zm00001eb036170",6,"C1"
"Zm00001eb054250",3,"C4"
"Zm00001eb012060",7,"C6"
"Zm00001eb001910",3,"C4"
"Zm00001eb011010",2,"C2"
"Zm00001eb030110",5,"C5"
"Zm00001eb050930",6,"C1"
"Zm00001eb000970",1,"C7"
"Zm00001eb039020",5,"C5"
"Zm00001eb014160",5,"C5"
"Zm00001eb063160",1,"C7"
"Zm00001eb055320",7,"C6"
"Zm00001eb017180",3,"C4"
"Zm00001eb012760",2,"C2"
"Zm00001eb056880",2,"C2"
"Zm00001eb004660",7,"C6"
"Zm00001eb027280",2,"C2"
"Zm00001eb031360",2,"C2"
"Zm00001eb013940",2,"C2"
"Zm00001eb025670",2,"C2"
"Zm00001eb002990",7,"C6"
"Zm00001eb010620",5,"C5"
"Zm00001eb036850",1,"C7"
"Zm00001eb004510",5,"C5"
"Zm00001eb054470",6,"C1"
"Zm00001eb043420",3,"C4"
"Zm00001eb049140",7,"C6"
"Zm00001eb005000",2,"C2"
"Zm00001eb033460",5,"C5"
"Zm00001eb031110",2,"C2"
"Zm00001eb064210",2,"C2"
"Zm00001eb010950",6,"C1"
"Zm00001eb007920",3,"C4"
"Zm00001eb061360",2,"C2"
"Zm00001eb029490",2,"C2"
"Zm00001eb047280",2,"C2"
"Zm00001eb003730",1,"C7"
"Zm00001eb042670",6,"C1"
"Zm00001eb058950",7,"C6"
"Zm00001eb016020",1,"C7"
"Zm00001eb004140",3,"C4"
"Zm00001eb030250",2,"C2"
"Zm00001eb005830",7,"C6"
"Zm00001eb054710",3,"C4"
"Zm00001eb042110",6,"C1"
"Zm00001eb015560",2,"C2"
"Zm00001eb025350",3,"C4"
"Zm00001eb002520",2,"C2"
"Zm00001eb044780",2,"C2"
"Zm00001eb035770",2,"C2"
"Zm00001eb035730",3,"C4"
"Zm00001eb033920",2,"C2"
"Zm00001eb061000",7,"C6"
"Zm00001eb007820",6,"C1"
"Zm00001eb062680",7,"C6"
"Zm00001eb003340",3,"C4"
"Zm00001eb059140",2,"C2"
"Zm00001eb057160",6,"C1"
"Zm00001eb042800",3,"C4"
"Zm00001eb014820",2,"C2"
"Zm00001eb024210",6,"C1"
"Zm00001eb023660",3,"C4"
"Zm00001eb029010",7,"C6"
"Zm00001eb022570",5,"C5"
"Zm00001eb001140",7,"C6"
"Zm00001eb064460",2,"C2"
"Zm00001eb051490",2,"C2"
"Zm00001eb011750",6,"C1"
"Zm00001eb000220",6,"C1"
"Zm00001eb020510",2,"C2"
"Zm00001eb036990",2,"C2"
"Zm00001eb039920",1,"C7"
"Zm00001eb017830",2,"C2"
"Zm00001eb051920",3,"C4"
"Zm00001eb035650",3,"C4"
"Zm00001eb021850",3,"C4"
"Zm00001eb030300",2,"C2"
"Zm00001eb018360",2,"C2"
"Zm00001eb051050",2,"C2"
"Zm00001eb029710",3,"C4"
"Zm00001eb061810",6,"C1"
"Zm00001eb008430",2,"C2"
"Zm00001eb028810",3,"C4"
"Zm00001eb008150",3,"C4"
"Zm00001eb020170",5,"C5"
"Zm00001eb049100",3,"C4"
"Zm00001eb040160",3,"C4"
"Zm00001eb041520",3,"C4"
"Zm00001eb023140",2,"C2"
"Zm00001eb002780",5,"C5"
"Zm00001eb059810",2,"C2"
"Zm00001eb017450",2,"C2"
"Zm00001eb048440",7,"C6"
"Zm00001eb007010",6,"C1"
"Zm00001eb044830",3,"C4"
"Zm00001eb063210",5,"C5"
"Zm00001eb018120",2,"C2"
"Zm00001eb024820",3,"C4"
"Zm00001eb060760",2,"C2"
"Zm00001eb021040",1,"C7"
"Zm00001eb021010",3,"C4"
"Zm00001eb043070",5,"C5"
"Zm00001eb055730",7,"C6"
"Zm00001eb022330",6,"C1"
"Zm00001eb006000",7,"C6"
"Zm00001eb061480",7,"C6"
"Zm00001eb028690",5,"C5"
"Zm00001eb022950",3,"C4"
"Zm00001eb005320",2,"C2"
"Zm00001eb043720",2,"C2"
"Zm00001eb010450",2,"C2"
"Zm00001eb035840",2,"C2"
"Zm00001eb050410",6,"C1"
"Zm00001eb020320",6,"C1"
"Zm00001eb007650",6,"C1"
"Zm00001eb064730",2,"C2"
"Zm00001eb033670",7,"C6"
"Zm00001eb004370",6,"C1"
"Zm00001eb030710",5,"C5"
"Zm00001eb058110",1,"C7"
"Zm00001eb038040",6,"C1"
"Zm00001eb051800",5,"C5"
"Zm00001eb029960",6,"C1"
"Zm00001eb037700",2,"C2"
"Zm00001eb014470",2,"C2"
"Zm00001eb017920",3,"C4"
"Zm00001eb036610",7,"C6"
"Zm00001eb063340",3,"C4"
"Zm00001eb012960",2,"C2"
"Zm00001eb054920",2,"C2"
"Zm00001eb033830",5,"C5"
"Zm00001eb018660",1,"C7"
"Zm00001eb001400",3,"C4"
"Zm00001eb005740",6,"C1"
"Zm00001eb006910",2,"C2"
"Zm00001eb059050",3,"C4"
"Zm00001eb008010",6,"C1"
"Zm00001eb036770",7,"C6"
"Zm00001eb002640",2,"C2"
"Zm00001eb021350",7,"C6"
"Zm00001eb031930",2,"C2"
"Zm00001eb031340",3,"C4"
"Zm00001eb045730",2,"C2"
"Zm00001eb042080",3,"C4"
"Zm00001eb007630",6,"C1"
"Zm00001eb012480",2,"C2"
"Zm00001eb006140",7,"C6"
"Zm00001eb016200",4,"C3"
"Zm00001eb049320",6,"C1"
"Zm00001eb014830",3,"C4"
"Zm00001eb018970",6,"C1"
"Zm00001eb048110",1,"C7"
"Zm00001eb060580",6,"C1"
"Zm00001eb042920",2,"C2"
"Zm00001eb034890",2,"C2"
"Zm00001eb059220",7,"C6"
"Zm00001eb039660",3,"C4"
"Zm00001eb005760",3,"C4"
"Zm00001eb011450",2,"C2"
"Zm00001eb046900",6,"C1"
"Zm00001eb030390",7,"C6"
"Zm00001eb037310",2,"C2"
"Zm00001eb035710",3,"C4"
"Zm00001eb017460",5,"C5"
"Zm00001eb057090",2,"C2"
"Zm00001eb035500",2,"C2"
"Zm00001eb016450",7,"C6"
"Zm00001eb025890",3,"C4"
"Zm00001eb017050",2,"C2"
"Zm00001eb043590",7,"C6"
"Zm00001eb050220",2,"C2"
"Zm00001eb041730",3,"C4"
"Zm00001eb050490",2,"C2"
"Zm00001eb003510",2,"C2"
"Zm00001eb038350",3,"C4"
"Zm00001eb038870",2,"C2"
"Zm00001eb032430",4,"C3"
"Zm00001eb065520",6,"C1"
"Zm00001eb006380",6,"C1"
"Zm00001eb052870",2,"C2"
"Zm00001eb008950",2,"C2"
"Zm00001eb001000",2,"C2"
"Zm00001eb043300",3,"C4"
"Zm00001eb055840",2,"C2"
"Zm00001eb056340",7,"C6"
"Zm00001eb025190",6,"C1"
"Zm00001eb058970",3,"C4"
"Zm00001eb005840",2,"C2"
"Zm00001eb053530",7,"C6"
"Zm00001eb052540",1,"C7"
"Zm00001eb011650",6,"C1"
"Zm00001eb047820",1,"C7"
"Zm00001eb056280",4,"C3"
"Zm00001eb013370",1,"C7"
"Zm00001eb019510",6,"C1"
"Zm00001eb017810",2,"C2"
"Zm00001eb060530",5,"C5"
"Zm00001eb046680",2,"C2"
"Zm00001eb023650",5,"C5"
"Zm00001eb004090",6,"C1"
"Zm00001eb013870",2,"C2"
"Zm00001eb054020",7,"C6"
"Zm00001eb041340",2,"C2"
"Zm00001eb056700",6,"C1"
"Zm00001eb016760",2,"C2"
"Zm00001eb023160",2,"C2"
"Zm00001eb042540",6,"C1"
"Zm00001eb019630",2,"C2"
"Zm00001eb028310",6,"C1"
"Zm00001eb006540",3,"C4"
"Zm00001eb052730",5,"C5"
"Zm00001eb007540",3,"C4"
"Zm00001eb003200",7,"C6"
"Zm00001eb001520",6,"C1"
"Zm00001eb012600",2,"C2"
"Zm00001eb044810",2,"C2"
"Zm00001eb011760",1,"C7"
"Zm00001eb051090",3,"C4"
"Zm00001eb001290",2,"C2"
"Zm00001eb018670",7,"C6"
"Zm00001eb037260",2,"C2"
"Zm00001eb039560",1,"C7"
"Zm00001eb008570",3,"C4"
"Zm00001eb031640",6,"C1"
"Zm00001eb062480",6,"C1"
"Zm00001eb007990",6,"C1"
"Zm00001eb045970",3,"C4"
"Zm00001eb030570",2,"C2"
"Zm00001eb035360",3,"C4"
"Zm00001eb014030",2,"C2"
"Zm00001eb032160",3,"C4"
"Zm00001eb010710",3,"C4"
"Zm00001eb006920",3,"C4"
"Zm00001eb063970",2,"C2"
"Zm00001eb011020",6,"C1"
"Zm00001eb001820",5,"C5"
"Zm00001eb042410",7,"C6"
"Zm00001eb005030",2,"C2"
"Zm00001eb021090",5,"C5"
"Zm00001eb033600",2,"C2"
"Zm00001eb050330",2,"C2"
"Zm00001eb057810",7,"C6"
"Zm00001eb015900",3,"C4"
"Zm00001eb038640",2,"C2"
"Zm00001eb029660",5,"C5"
"Zm00001eb036370",7,"C6"
"Zm00001eb058750",1,"C7"
"Zm00001eb058380",6,"C1"
"Zm00001eb050610",2,"C2"
"Zm00001eb041760",6,"C1"
"Zm00001eb028400",2,"C2"
"Zm00001eb053800",2,"C2"
"Zm00001eb001170",7,"C6"
"Zm00001eb031730",6,"C1"
"Zm00001eb042770",2,"C2"
"Zm00001eb034250",3,"C4"
"Zm00001eb006010",3,"C4"
"Zm00001eb059900",6,"C1"
"Zm00001eb033500",2,"C2"
"Zm00001eb044710",2,"C2"
"Zm00001eb062000",6,"C1"
"Zm00001eb035020",6,"C1"
"Zm00001eb056490",5,"C5"
"Zm00001eb063250",1,"C7"
"Zm00001eb030930",6,"C1"
"Zm00001eb022000",3,"C4"
"Zm00001eb038510",7,"C6"
"Zm00001eb046860",2,"C2"
"Zm00001eb037690",7,"C6"
"Zm00001eb045260",6,"C1"
"Zm00001eb042050",2,"C2"
"Zm00001eb011530",2,"C2"
"Zm00001eb064550",3,"C4"
"Zm00001eb023710",2,"C2"
"Zm00001eb058240",4,"C3"
"Zm00001eb002910",2,"C2"
"Zm00001eb053520",7,"C6"
"Zm00001eb008780",3,"C4"
"Zm00001eb049270",6,"C1"
"Zm00001eb028210",2,"C2"
"Zm00001eb027840",6,"C1"
"Zm00001eb012950",6,"C1"
"Zm00001eb062630",3,"C4"
"Zm00001eb065130",2,"C2"
"Zm00001eb030980",2,"C2"
"Zm00001eb048120",2,"C2"
"Zm00001eb026300",2,"C2"
"Zm00001eb017000",2,"C2"
"Zm00001eb053610",6,"C1"
"Zm00001eb008690",2,"C2"
"Zm00001eb040860",6,"C1"
"Zm00001eb029080",3,"C4"
"Zm00001eb016830",3,"C4"
"Zm00001eb035960",5,"C5"
"Zm00001eb018010",2,"C2"
"Zm00001eb014760",2,"C2"
"Zm00001eb012790",3,"C4"
"Zm00001eb041120",5,"C5"
"Zm00001eb000740",6,"C1"
"Zm00001eb011810",3,"C4"
"Zm00001eb059460",2,"C2"
"Zm00001eb059770",2,"C2"
"Zm00001eb035240",5,"C5"
"Zm00001eb043090",3,"C4"
"Zm00001eb016460",2,"C2"
"Zm00001eb055280",5,"C5"
"Zm00001eb032760",6,"C1"
"Zm00001eb016170",1,"C7"
"Zm00001eb001350",2,"C2"
"Zm00001eb005820",6,"C1"
"Zm00001eb006880",6,"C1"
"Zm00001eb049810",2,"C2"
"Zm00001eb021530",7,"C6"
"Zm00001eb020250",2,"C2"
"Zm00001eb044620",3,"C4"
"Zm00001eb031790",7,"C6"
"Zm00001eb025170",7,"C6"
"Zm00001eb038880",5,"C5"
"Zm00001eb059310",7,"C6"
"Zm00001eb044820",5,"C5"
"Zm00001eb040040",2,"C2"
"Zm00001eb058190",3,"C4"
"Zm00001eb008880",7,"C6"
"Zm00001eb029300",2,"C2"
"Zm00001eb063220",4,"C3"
"Zm00001eb015930",6,"C1"
"Zm00001eb045950",6,"C1"
"Zm00001eb040540",2,"C2"
"Zm00001eb014980",3,"C4"
"Zm00001eb045810",2,"C2"
"Zm00001eb035860",2,"C2"
"Zm00001eb021240",3,"C4"
"Zm00001eb050870",3,"C4"
"Zm00001eb003090",2,"C2"
"Zm00001eb034840",7,"C6"
"Zm00001eb052970",6,"C1"
"Zm00001eb054330",6,"C1"
"Zm00001eb002180",7,"C6"
"Zm00001eb058550",6,"C1"
"Zm00001eb046100",7,"C6"
"Zm00001eb054190",7,"C6"
"Zm00001eb006270",3,"C4"
"Zm00001eb021380",7,"C6"
"Zm00001eb054200",6,"C1"
"Zm00001eb012470",7,"C6"
"Zm00001eb040130",2,"C2"
"Zm00001eb056730",2,"C2"
"Zm00001eb037540",7,"C6"
"Zm00001eb016350",2,"C2"
"Zm00001eb034920",2,"C2"
"Zm00001eb054160",2,"C2"
"Zm00001eb039430",3,"C4"
"Zm00001eb062140",2,"C2"
"Zm00001eb027640",6,"C1"
"Zm00001eb058760",2,"C2"
"Zm00001eb007140",2,"C2"
"Zm00001eb056960",7,"C6"
"Zm00001eb047490",5,"C5"
"Zm00001eb042320",6,"C1"
"Zm00001eb062520",6,"C1"
"Zm00001eb033050",2,"C2"
"Zm00001eb030260",5,"C5"
"Zm00001eb037980",3,"C4"
"Zm00001eb052880",6,"C1"
"Zm00001eb001500",6,"C1"
"Zm00001eb060780",2,"C2"
"Zm00001eb033640",6,"C1"
"Zm00001eb043120",5,"C5"
"Zm00001eb025360",3,"C4"
"Zm00001eb062350",6,"C1"
"Zm00001eb061300",3,"C4"
"Zm00001eb019260",2,"C2"
"Zm00001eb010790",7,"C6"
"Zm00001eb029200",3,"C4"
"Zm00001eb012180",6,"C1"
"Zm00001eb057640",2,"C2"
"Zm00001eb006870",7,"C6"
"Zm00001eb010300",2,"C2"
"Zm00001eb005770",6,"C1"
"Zm00001eb025240",2,"C2"
"Zm00001eb062450",2,"C2"
"Zm00001eb037420",2,"C2"
"Zm00001eb055080",2,"C2"
"Zm00001eb011670",1,"C7"
"Zm00001eb009840",6,"C1"
"Zm00001eb016160",2,"C2"
"Zm00001eb042230",2,"C2"
"Zm00001eb003080",3,"C4"
"Zm00001eb045860",7,"C6"
"Zm00001eb019700",7,"C6"
"Zm00001eb035820",2,"C2"
"Zm00001eb057180",2,"C2"
"Zm00001eb035200",7,"C6"
"Zm00001eb063940",6,"C1"
"Zm00001eb017600",7,"C6"
"Zm00001eb005280",6,"C1"
"Zm00001eb024920",6,"C1"
"Zm00001eb008460",5,"C5"
"Zm00001eb044630",5,"C5"
"Zm00001eb045570",5,"C5"
"Zm00001eb019300",2,"C2"
"Zm00001eb028390",3,"C4"
"Zm00001eb025510",2,"C2"
"Zm00001eb064600",2,"C2"
"Zm00001eb032820",6,"C1"
"Zm00001eb011300",7,"C6"
"Zm00001eb062620",2,"C2"
"Zm00001eb005700",3,"C4"
"Zm00001eb007810",3,"C4"
"Zm00001eb024130",6,"C1"
"Zm00001eb037730",2,"C2"
"Zm00001eb017170",3,"C4"
"Zm00001eb044760",6,"C1"
"Zm00001eb008240",2,"C2"
"Zm00001eb007730",7,"C6"
"Zm00001eb054240",2,"C2"
"Zm00001eb022860",5,"C5"
"Zm00001eb039550",3,"C4"
"Zm00001eb017260",2,"C2"
"Zm00001eb038780",5,"C5"
"Zm00001eb006040",3,"C4"
"Zm00001eb059120",2,"C2"
"Zm00001eb064650",7,"C6"
"Zm00001eb010370",5,"C5"
"Zm00001eb000590",6,"C1"
"Zm00001eb047510",3,"C4"
"Zm00001eb000790",5,"C5"
"Zm00001eb007590",2,"C2"
"Zm00001eb065250",2,"C2"
"Zm00001eb045630",6,"C1"
"Zm00001eb037640",6,"C1"
"Zm00001eb038210",3,"C4"
"Zm00001eb054460",6,"C1"
"Zm00001eb050310",3,"C4"
"Zm00001eb032220",6,"C1"
"Zm00001eb004500",2,"C2"
"Zm00001eb030730",6,"C1"
"Zm00001eb038700",2,"C2"
"Zm00001eb002940",2,"C2"
"Zm00001eb024600",3,"C4"
"Zm00001eb011610",7,"C6"
"Zm00001eb036640",2,"C2"
"Zm00001eb017070",7,"C6"
"Zm00001eb054060",6,"C1"
"Zm00001eb061470",3,"C4"
"Zm00001eb054830",2,"C2"
"Zm00001eb002040",2,"C2"
